StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/15/2018 5:11,11/15/2018 5:17,IP Address,73.76.229.76,100,359,TRUE,11/15/2018 5:17,R_30w3awvUbzKimSH,,,,,29.74090576,-95.39230347,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Other,"Npr, bbc",Central,Independent,,Almost Never,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,,,,,,35,,,,,Treatment
11/15/2018 8:12,11/15/2018 8:19,IP Address,73.50.244.212,100,430,TRUE,11/15/2018 8:19,R_1l4wONtZvnvJB1G,,,,,42.36689758,-87.94519806,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Associate degree in college (2-year),"$90,000 to $99,999",Daily,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,CBN,Right leaning,Independent,,Sometimes,Fairly Often,Almost Never,Very Often,Very Often,Very Often,Very Often,Almost Never,Very Often,Very Often,Sometimes,Almost Never,Fairly Often,Almost Never,,,,,,65,,,,,Treatment
11/15/2018 8:32,11/15/2018 8:36,IP Address,104.184.57.240,100,235,TRUE,11/15/2018 8:36,R_DraWWI6JzvMjC49,,,,,42.23080444,-88.33239746,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Independent,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,45,,,,,Placebo
11/13/2018 9:18,11/13/2018 9:18,IP Address,76.14.185.184,3,11,FALSE,11/15/2018 9:19,R_1GJEnlNTwYdX79T,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 9:20,11/15/2018 9:24,IP Address,178.203.233.238,100,209,TRUE,11/15/2018 9:24,R_22tUmbVWMbtOIrS,,,,,50.08999634,8.681594849,anonymous,EN,Currently living outside of the United States of America,Yes,41-50,Female,Master's degree,"$80,000 to $89,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.)",,Sometimes,Other,"BBC, guardian newspaper",Central,Democrat,,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,,,,,,45,,,,,Control
11/15/2018 9:20,11/15/2018 9:32,IP Address,174.197.13.15,100,718,TRUE,11/15/2018 9:32,R_28BcrdVqvtMOsro,,,,,42.26359558,-88.00479889,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$80,000 to $89,999",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.),Other",Podcasts & analytic websites like 538,Sometimes,"Reuters,Other","Analytic sites like 538, as it’s a study about date & trends as opposed to pundit commentary and OpEds",Left leaning,Independent,,Almost Never,Almost Never,Almost Never,Very Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Control
11/13/2018 9:56,11/13/2018 9:56,IP Address,76.14.185.184,3,8,FALSE,11/15/2018 9:57,R_vMH6stNFS9ekDYt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 10:13,11/15/2018 10:18,IP Address,206.255.37.225,100,267,TRUE,11/15/2018 10:18,R_1JOBgW8mQXxg2vO,,,,,32.55470276,-94.77670288,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Weekly,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,"None, they are all biased",Right leaning,Republican,,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Almost Never,Fairly Often,Fairly Often,Never,,,,,,45,,,,,Control
11/13/2018 10:37,11/13/2018 10:40,IP Address,140.101.127.245,30,195,FALSE,11/15/2018 10:40,R_3fMGb8C2n4kc3uG,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Male,Master's degree,"$150,000 or more",Daily,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.)",,Rarely,Other,various,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
11/15/2018 10:58,11/15/2018 11:02,IP Address,71.194.106.201,100,230,TRUE,11/15/2018 11:02,R_1luze0uEgR6NytL,,,,,41.89250183,-87.78949738,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Always,Other,NY Times,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Never,,,,,,25,,,,,Placebo
11/15/2018 11:06,11/15/2018 11:11,IP Address,108.82.203.131,100,320,TRUE,11/15/2018 11:11,R_1cXPwYouEeNEQFu,,,,,35.48370361,-80.9897995,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$80,000 to $89,999",Weekly,"Television broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Rarely,Other,None,Central,Independent,,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Almost Never,,,,,,45,,,,,Treatment
11/15/2018 11:07,11/15/2018 11:12,IP Address,99.73.157.13,100,299,TRUE,11/15/2018 11:12,R_RUDehSoO5M3HhVT,,,,,42.23080444,-88.33239746,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Doctoral degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other","NPR, PBS",Left leaning,Democrat,,Almost Never,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,65,,,,,Treatment
11/13/2018 11:54,11/13/2018 11:54,IP Address,71.62.83.253,18,32,FALSE,11/15/2018 11:54,R_4YJrTswQTGtPzpf,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$100,000 to $149,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
11/13/2018 12:09,11/13/2018 12:10,IP Address,67.212.157.205,23,70,FALSE,11/15/2018 12:11,R_2QrqImsLhZIyNCA,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$80,000 to $89,999",Multiple times per day,"Television broadcast,Online Media",,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
11/13/2018 12:18,11/13/2018 12:20,IP Address,67.115.36.26,70,143,FALSE,11/15/2018 12:20,R_1rPV8WMPzfXrEgj,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Male,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,Other","WaPost, NY Times, Vice, AP",Central,Independent,,Sometimes,Never,Never,Fairly Often,Fairly Often,,,,,,,,,,,,,,,45,,,,,Treatment
11/13/2018 12:38,11/13/2018 12:45,IP Address,71.126.176.21,85,426,FALSE,11/15/2018 12:45,R_2EmcsolQoCRVtHK,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Associate degree in college (2-year),"$90,000 to $99,999",Daily,Television broadcast,,,,"Reuters,CNN",,Central,Independent,,Sometimes,Sometimes,Fairly Often,Very Often,Fairly Often,Very Often,Sometimes,Sometimes,Sometimes,Almost Never,,,,,,,,,,35,,,,,Placebo
11/15/2018 13:25,11/15/2018 13:32,IP Address,206.40.102.10,100,386,TRUE,11/15/2018 13:32,R_vUBNBNxDxLg7HoZ,,,,,44.78509521,-88.60359955,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$10,000 to $19,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other",Associated Press,Left leaning,Democrat,,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Fairly Often,Very Often,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/13/2018 13:30,11/13/2018 13:32,IP Address,96.238.9.152,55,82,FALSE,11/15/2018 13:32,R_xtuVLRsMZ9dcJtn,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,Other,NYT,Left leaning,Democrat,,,,,,,,,,,,,,,,,,,,,45,,,,,Treatment
11/13/2018 13:30,11/13/2018 13:32,IP Address,128.164.162.100,18,65,FALSE,11/15/2018 13:32,R_1rAEbnXDLrXDdtF,,,,,,,anonymous,EN,Currently living in the United States of America,,51-60,Female,Master's degree,"$150,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,
11/13/2018 14:18,11/13/2018 14:49,IP Address,169.145.136.11,45,1845,FALSE,11/15/2018 14:49,R_30ohn92TOoZaiRS,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$150,000 or more",Daily,"Radio broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,"NYT, BBC, The Economist",Left leaning,Democrat,,,,,,,,,,,,,,,,,,,,,25,,,,,Placebo
11/13/2018 15:14,11/13/2018 15:14,IP Address,71.163.30.208,3,11,FALSE,11/15/2018 15:14,R_1N8k99tYS03vQ8O,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 15:51,11/15/2018 15:56,IP Address,76.224.234.41,100,334,TRUE,11/15/2018 15:56,R_DeKlBgS90ooNgDT,,,,,42.16409302,-88.30639648,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Some college but no degree,"$80,000 to $89,999",Multiple times per day,"Television broadcast,Radio broadcast",,,,Other,World new,Central,Independent,,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Very Often,Very Often,Almost Never,Fairly Often,Very Often,Sometimes,Sometimes,Very Often,Almost Never,,,,,,65,,,,,Control
11/13/2018 15:50,11/13/2018 15:52,IP Address,45.21.224.254,35,89,FALSE,11/15/2018 16:00,R_30dx9t6OGVqHYBZ,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,"Online Media,Word of Mouth","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Central,Republican,,,,,,,,,,,,,,,,,,,,,45,,,,,Treatment
11/13/2018 13:28,11/13/2018 15:56,IP Address,174.203.7.208,70,8861,FALSE,11/15/2018 16:03,R_2fjNvn9EyAj7gv9,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Male,Master's degree,"$100,000 to $149,999",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Other",Reddit,Sometimes,"Reuters,Other",Nytimes,Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,,,,,,,,,,,,,,,35,,,,,Treatment
11/13/2018 15:51,11/13/2018 15:54,IP Address,107.77.223.213,70,171,FALSE,11/15/2018 16:08,R_3j1DiofrMWCDTHS,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",NPR ,Left leaning,Democrat,,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,,,,,,,,,,,,,,,35,,,,,Treatment
11/13/2018 16:13,11/13/2018 16:14,IP Address,75.25.125.163,8,38,FALSE,11/15/2018 16:14,R_1Q62QFiThIwo3tg,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 17:15,11/13/2018 17:19,IP Address,67.143.160.252,45,237,FALSE,11/15/2018 17:19,R_1QnG9QsFNaFSGZ6,,,,,,,anonymous,EN,Currently living in the United States of America,,51-60,Female,High school graduate (high school diploma or equivalent including GED),"$70,000 to $79,999",Daily,"Radio broadcast,Online Media,Word of Mouth",Other,Yahoo,Rarely,Other,Radio,Right leaning,Republican,,,,,,,,,,,,,,,,,,,,,55,,,,,Placebo
11/15/2018 18:29,11/15/2018 18:33,IP Address,66.172.120.119,100,245,TRUE,11/15/2018 18:33,R_26aIXHjC7krTKyr,,,,,47.42529297,-120.327301,anonymous,EN,Currently living in the United States of America,,41-50,Female,Doctoral degree,"$150,000 or more",Daily,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,NYT,Left leaning,Democrat,,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Very Often,Almost Never,,,,,,45,,,,,Placebo
11/15/2018 18:38,11/15/2018 18:51,IP Address,208.54.80.230,100,828,TRUE,11/15/2018 18:51,R_241VGKlgiycZ7aj,,,,,38.25419617,-85.75939941,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Central,Independent,,Fairly Often,Almost Never,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,,,,,,45,,,,,Placebo
11/13/2018 19:02,11/13/2018 19:04,IP Address,99.167.106.227,8,87,FALSE,11/15/2018 19:04,R_Y93jkGfVujNEvPr,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 19:14,11/13/2018 19:14,IP Address,174.204.6.30,3,20,FALSE,11/15/2018 19:15,R_3iOv6PyG6f1akPs,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 16:57,11/13/2018 19:17,IP Address,162.205.132.61,8,8359,FALSE,11/15/2018 19:17,R_2ym9cqZFyPUGQDk,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 19:20,11/13/2018 19:20,IP Address,50.199.129.13,8,16,FALSE,11/15/2018 19:21,R_Bu2D69jMttI46VX,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/15/2018 19:29,11/15/2018 19:33,IP Address,104.36.203.179,100,284,TRUE,11/15/2018 19:33,R_yD3JQZGgzQR3JSx,,,,,36.52200317,-87.34899902,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Master's degree,"$90,000 to $99,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.),Other",Friends,Sometimes,"CNN,Other","MSNBC, PBS",Left leaning,Democrat,,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,,,,,,65,,,,,Placebo
11/15/2018 19:52,11/15/2018 19:56,IP Address,98.202.51.218,100,199,TRUE,11/15/2018 19:56,R_1pmlIZw1MgY6bhU,,,,,40.58340454,-111.7466965,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$80,000 to $89,999",Multiple times per day,Online Media,"Through social media (Facebook, LinkedIn, etc.),Other",Npr,Never,"Reuters,Other","AP, NPR",Left leaning,Democrat,,Almost Never,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Almost Never,Very Often,Fairly Often,Sometimes,,,,,,35,,,,,Control
11/13/2018 20:43,11/13/2018 20:45,IP Address,172.90.210.98,55,142,FALSE,11/15/2018 20:45,R_ZDosr38Qll1cozT,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.)",,Never,"Fox News,Reuters,CNN,Other",,Central,Republican,,,,,,,,,,,,,,,,,,,,,35,,,,,Placebo
11/13/2018 21:03,11/13/2018 21:05,IP Address,71.178.231.233,30,151,FALSE,11/15/2018 21:06,R_128TRji3LMD86H3,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$100,000 to $149,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"CNN,Other",,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
11/13/2018 21:30,11/13/2018 21:30,IP Address,24.55.30.135,8,14,FALSE,11/15/2018 21:30,R_3rZJrqiqi8AZYsH,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 21:37,11/13/2018 21:38,IP Address,73.87.89.199,8,69,FALSE,11/15/2018 21:38,R_3ErTcjECxau9oos,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 22:20,11/13/2018 22:20,IP Address,67.171.242.239,8,21,FALSE,11/15/2018 22:20,R_1DUYFMAZfRNWHrW,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/16/2018 0:43,11/16/2018 0:53,IP Address,221.141.241.165,100,587,TRUE,11/16/2018 0:53,R_2OI5eiLDmLu1f42,,,,,37.43859863,127.1377869,anonymous,EN,Currently living outside of the United States of America,Yes,21-30,Male,Bachelor's degree in college (4-year),"Less than $10,000",Weekly,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,None,Right leaning,Republican,,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,Almost Never,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,25,,,,,Treatment
11/16/2018 3:58,11/16/2018 3:59,IP Address,176.199.208.125,100,57,TRUE,11/16/2018 3:59,R_1QbVy8bLEvgvFxD,,,,,50.12519836,8.68649292,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 4:13,11/14/2018 4:13,IP Address,67.162.55.137,3,11,FALSE,11/16/2018 4:13,R_6nxZAZ6rWub2Tnj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/14/2018 4:55,11/14/2018 5:42,IP Address,93.234.184.112,70,2821,FALSE,11/16/2018 5:42,R_3Ms16UlVcXrIq8Z,,,,,,,anonymous,EN,Currently living outside of the United States of America,Yes,31-40,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,35,,,,,Placebo
11/14/2018 6:56,11/14/2018 6:58,IP Address,74.109.245.124,45,105,FALSE,11/16/2018 6:58,R_2PsSqBBrKPGbCGE,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",,Central,Independent,,,,,,,,,,,,,,,,,,,,,35,,,,,Placebo
11/14/2018 10:32,11/14/2018 10:35,IP Address,174.219.13.73,35,167,FALSE,11/16/2018 10:35,R_sbqCOSRa4ZtoKGd,,,,,,,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,Other,None,Right leaning,Republican,,,,,,,,,,,,,,,,,,,,,65,,,,,Treatment
11/14/2018 11:56,11/14/2018 11:58,IP Address,129.137.215.232,45,108,FALSE,11/16/2018 11:58,R_2S7dcPPXGqQs7Z3,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,High school graduate (high school diploma or equivalent including GED),"$10,000 to $19,999",Less than once per month,Television broadcast,,,,CNN,,Central,Independent,,,,,,,,,,,,,,,,,,,,,25,,,,,Placebo
11/14/2018 12:49,11/14/2018 12:55,IP Address,63.131.157.228,8,340,FALSE,11/16/2018 12:55,R_3oZ3hBJQtmj9Fqx,,,,,,,anonymous,EN,Currently living in the United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/16/2018 13:06,11/16/2018 13:09,IP Address,130.126.179.252,100,181,TRUE,11/16/2018 13:09,R_RCzFrZemx3Y89fX,,,,,40.10949707,-88.20359802,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"Less than $10,000",Daily,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Independent,,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Very Often,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Almost Never,,,,,,25,,,,,Treatment
11/14/2018 13:09,11/14/2018 13:13,IP Address,174.219.23.194,85,217,FALSE,11/16/2018 13:13,R_3qCkJX56SQ5WmFm,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,Master's degree,"$100,000 to $149,999",Daily,Online Media,"Through an aggregator (Google News, The Skimm, etc.)",,Rarely,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Very Often,Very Often,Very Often,Very Often,Almost Never,Very Often,Very Often,,,,,,,,,,25,,,,,Placebo
11/14/2018 13:16,11/14/2018 13:18,IP Address,73.210.43.51,55,101,FALSE,11/16/2018 13:18,R_V2aM4ZW6HXGNvmp,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$150,000 or more",Daily,Online Media,Other,,Always,"CNN,Other",,Central,Independent,,,,,,,,,,,,,,,,,,,,,25,,,,,Treatment
11/14/2018 13:59,11/14/2018 14:04,IP Address,172.92.10.136,55,320,FALSE,11/16/2018 14:05,R_3hyYiGUwzspw9Vi,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,Master's degree,"$100,000 to $149,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN,Other",The Economist,Left leaning,Democrat,,,,,,,,,,,,,,,,,,,,,25,,,,,Control
11/14/2018 15:06,11/14/2018 15:12,IP Address,107.77.241.10,70,343,FALSE,11/16/2018 15:12,R_2wmAws34FUQFpM3,,,,,,,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,Other,None,Central,Republican,,Almost Never,Almost Never,Almost Never,Fairly Often,Fairly Often,,,,,,,,,,,,,,,45,,,,,Placebo
11/14/2018 16:57,11/14/2018 16:59,IP Address,70.171.39.115,30,105,FALSE,11/16/2018 17:00,R_3iRwEMAM2T2NlSr,,,,,,,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$20,000 to $29,999",Weekly,Radio broadcast,,,,Other,NPR,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
11/16/2018 16:56,11/16/2018 17:01,IP Address,173.66.93.80,100,266,TRUE,11/16/2018 17:01,R_30wafJDeAAFhXHv,,,,,38.7756958,-77.23370361,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Fairly Often,Very Often,Very Often,Fairly Often,Never,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,,,,,,45,,,,,Treatment
11/14/2018 17:16,11/14/2018 17:17,IP Address,172.58.59.47,23,60,FALSE,11/16/2018 17:17,R_1JPJqCprGD9QU3x,,,,,,,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth",,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
